Season,Date,OT,TL,TFTG,OTFTG,FTR,THTG,OTHTG,HTR,TS,OTS,TST,OTST,FTGD,HTGD,coach
0001,2000-08-19,Ipswich,H,3,1,W,2,1,W,20,15,6,5,2,1,George Graham
0001,2000-08-22,Middlesbrough,A,1,1,D,1,0,W,11,12,4,6,0,1,George Graham
0001,2000-08-26,Newcastle,A,0,2,L,0,1,L,10,15,2,6,-2,-1,George Graham
0001,2000-09-05,Everton,H,3,2,W,1,2,L,11,11,7,6,1,-1,George Graham
0001,2000-09-11,West Ham,H,1,0,W,0,0,D,15,11,7,5,1,0,George Graham
0001,2000-09-16,Charlton,A,0,1,L,0,1,L,10,9,5,5,-1,-1,George Graham
0001,2000-09-23,Man City,H,0,0,D,0,0,D,18,7,5,2,0,0,George Graham
0001,2000-09-30,Leeds,A,3,4,L,1,0,W,10,14,5,7,-1,1,George Graham
0001,2000-10-14,Coventry,A,1,2,L,0,2,L,4,0,5,5,-1,-2,George Graham
0001,2000-10-21,Derby,H,3,1,W,2,1,W,18,8,8,7,2,1,George Graham
0001,2000-10-28,Chelsea,A,0,3,L,0,2,L,6,9,3,7,-3,-2,George Graham
0001,2000-11-04,Sunderland,H,2,1,W,1,0,W,11,12,6,3,1,1,George Graham
0001,2000-11-11,Aston Villa,A,0,2,L,0,1,L,3,11,2,6,-2,-1,George Graham
0001,2000-11-19,Liverpool,H,2,1,W,2,1,W,6,9,4,4,1,1,George Graham
0001,2000-11-25,Leicester,H,3,0,W,2,0,W,15,11,7,5,3,2,George Graham
0001,2000-12-02,Man United,A,0,2,L,0,1,L,5,16,3,8,-2,-1,George Graham
0001,2000-12-09,Bradford,A,3,3,D,2,1,W,6,13,4,6,0,1,George Graham
0001,2000-12-18,Arsenal,H,1,1,D,1,0,W,8,17,4,10,0,1,George Graham
0001,2000-12-23,Middlesbrough,H,0,0,D,0,0,D,16,5,8,0,0,0,George Graham
0001,2000-12-27,Southampton,A,0,2,L,0,2,L,7,17,2,6,-2,-2,George Graham
0001,2000-12-30,Ipswich,A,0,3,L,0,1,L,6,18,3,9,-3,-1,George Graham
0001,2001-01-02,Newcastle,H,4,2,W,3,1,W,16,9,10,4,2,2,George Graham
0001,2001-01-13,Everton,A,0,0,D,0,0,D,4,17,1,8,0,0,George Graham
0001,2001-01-20,Southampton,H,0,0,D,0,0,D,9,9,4,6,0,0,George Graham
0001,2001-01-31,West Ham,A,0,0,D,0,0,D,14,17,6,6,0,0,George Graham
0001,2001-02-03,Charlton,H,0,0,D,0,0,D,9,7,3,2,0,0,George Graham
0001,2001-02-10,Man City,A,1,0,W,0,0,D,11,11,4,4,1,0,George Graham
0001,2001-02-24,Leeds,H,1,2,L,1,1,D,13,15,4,9,-1,0,George Graham
0001,2001-03-03,Derby,A,1,2,L,0,2,L,13,8,7,4,-1,-2,George Graham
0001,2001-03-17,Coventry,H,3,0,W,2,0,W,12,11,4,5,3,2,Interim Manager
0001,2001-03-31,Arsenal,A,0,2,L,0,0,D,4,25,3,19,-2,0,Interim Manager
0001,2001-04-10,Bradford,H,2,1,W,1,1,D,17,10,13,5,1,0,Glen Hoddle
0001,2001-04-14,Sunderland,A,3,2,W,0,2,L,8,13,6,4,1,-2,Glen Hoddle
0001,2001-04-17,Chelsea,H,0,3,L,0,1,L,5,16,1,10,-3,-1,Glen Hoddle
0001,2001-04-22,Liverpool,A,1,3,L,1,1,D,7,14,5,8,-2,0,Glen Hoddle
0001,2001-04-28,Aston Villa,H,0,0,D,0,0,D,7,7,3,4,0,0,Glen Hoddle
0001,2001-05-05,Leicester,A,2,4,L,0,1,L,9,19,4,9,-2,-1,Glen Hoddle
0001,2001-05-19,Man United,H,3,1,W,1,1,D,9,15,3,6,2,0,Glen Hoddle
0102,2001-08-18,Aston Villa,H,0,0,D,0,0,D,8,11,2,2,0,0,Glen Hoddle
0102,2001-08-20,Everton,A,1,1,D,1,0,W,7,18,2,11,0,1,Glen Hoddle
0102,2001-08-25,Blackburn,A,1,2,L,0,1,L,12,12,5,7,-1,-1,Glen Hoddle
0102,2001-09-09,Southampton,H,2,0,W,0,0,D,18,15,6,6,2,0,Glen Hoddle
0102,2001-09-16,Chelsea,H,2,3,L,0,1,L,11,6,4,4,-1,-1,Glen Hoddle
0102,2001-09-19,Sunderland,A,2,1,W,1,0,W,13,14,6,8,1,1,Glen Hoddle
0102,2001-09-22,Liverpool,A,0,1,L,0,0,D,11,14,5,6,-1,0,Glen Hoddle
0102,2001-09-29,Man United,H,3,5,L,3,0,W,7,18,3,9,-2,3,Glen Hoddle
0102,2001-10-15,Derby,H,3,1,W,2,1,W,24,8,12,6,2,1,Glen Hoddle
0102,2001-10-21,Newcastle,A,2,0,W,2,0,W,9,8,3,3,2,2,Glen Hoddle
0102,2001-10-27,Middlesbrough,H,2,1,W,0,1,L,10,8,4,3,1,-1,Glen Hoddle
0102,2001-11-04,Leeds,A,1,2,L,0,0,D,11,20,4,9,-1,0,Glen Hoddle
0102,2001-11-17,Arsenal,H,1,1,D,0,0,D,9,5,4,5,0,0,Glen Hoddle
0102,2001-11-24,West Ham,A,1,0,W,0,0,D,10,10,3,6,1,0,Glen Hoddle
0102,2001-12-03,Bolton,H,3,2,W,0,1,L,14,9,6,6,1,-1,Glen Hoddle
0102,2001-12-08,Charlton,A,1,3,L,0,2,L,14,11,5,6,-2,-2,Glen Hoddle
0102,2001-12-15,Fulham,H,4,0,W,2,0,W,10,12,6,1,4,2,Glen Hoddle
0102,2001-12-22,Ipswich,H,1,2,L,1,1,D,12,12,6,4,-1,0,Glen Hoddle
0102,2001-12-26,Southampton,A,0,1,L,0,0,D,10,6,6,5,-1,0,Glen Hoddle
0102,2001-12-29,Aston Villa,A,1,1,D,1,0,W,7,12,4,7,0,1,Glen Hoddle
0102,2002-01-01,Blackburn,H,1,0,W,1,0,W,12,11,7,7,1,1,Glen Hoddle
0102,2002-01-12,Ipswich,A,1,2,L,0,1,L,11,8,6,5,-1,-1,Glen Hoddle
0102,2002-01-19,Everton,H,1,1,D,1,1,D,12,4,4,2,0,0,Glen Hoddle
0102,2002-01-30,Newcastle,H,1,3,L,1,0,W,8,10,6,4,-2,1,Glen Hoddle
0102,2002-02-02,Derby,A,0,1,L,0,1,L,7,12,3,7,-1,-1,Glen Hoddle
0102,2002-02-09,Leicester,H,2,1,W,1,0,W,12,7,4,6,1,1,Glen Hoddle
0102,2002-03-02,Sunderland,H,2,1,W,1,1,D,17,7,7,2,1,0,Glen Hoddle
0102,2002-03-06,Man United,A,0,4,L,0,2,L,7,25,2,14,-4,-2,Glen Hoddle
0102,2002-03-13,Chelsea,A,0,4,L,0,1,L,5,24,0,13,-4,-1,Glen Hoddle
0102,2002-03-18,Charlton,H,0,1,L,0,0,D,13,10,5,4,-1,0,Glen Hoddle
0102,2002-03-24,Fulham,A,2,0,W,2,0,W,11,9,4,3,2,2,Glen Hoddle
0102,2002-03-30,Middlesbrough,A,1,1,D,1,0,W,10,8,6,3,0,1,Glen Hoddle
0102,2002-04-01,Leeds,H,2,1,W,2,0,W,8,17,5,8,1,2,Glen Hoddle
0102,2002-04-06,Arsenal,A,1,2,L,0,1,L,2,13,2,5,-1,-1,Glen Hoddle
0102,2002-04-13,West Ham,H,1,1,D,0,0,D,16,12,6,5,0,0,Glen Hoddle
0102,2002-04-20,Bolton,A,1,1,D,1,0,W,10,13,4,6,0,1,Glen Hoddle
0102,2002-04-27,Liverpool,H,1,0,W,1,0,W,11,11,5,7,1,1,Glen Hoddle
0102,2002-05-11,Leicester,A,1,2,L,0,0,D,13,10,6,6,-1,0,Glen Hoddle
0203,2002-08-17,Everton,A,2,2,D,0,1,L,10,13,5,9,0,-1,Glen Hoddle
0203,2002-08-24,Aston Villa,H,1,0,W,1,0,W,8,18,3,8,1,1,Glen Hoddle
0203,2002-08-27,Charlton,A,1,0,W,1,0,W,7,10,1,5,1,1,Glen Hoddle
0203,2002-08-31,Southampton,H,2,1,W,1,1,D,18,15,8,8,1,0,Glen Hoddle
0203,2002-09-11,Fulham,A,2,3,L,2,0,W,7,13,4,8,-1,2,Glen Hoddle
0203,2002-09-15,West Ham,H,3,2,W,0,0,D,12,11,3,1,1,0,Glen Hoddle
0203,2002-09-21,Man United,A,0,1,L,0,0,D,10,16,5,9,-1,0,Glen Hoddle
0203,2002-09-28,Middlesbrough,H,0,3,L,0,1,L,12,18,4,12,-3,-1,Glen Hoddle
0203,2002-10-06,Blackburn,A,2,1,W,1,0,W,9,12,6,7,1,1,Glen Hoddle
0203,2002-10-20,Bolton,H,3,1,W,0,0,D,6,5,3,1,2,0,Glen Hoddle
0203,2002-10-26,Liverpool,A,1,2,L,0,0,D,10,9,8,5,-1,0,Glen Hoddle
0203,2002-11-03,Chelsea,H,0,0,D,0,0,D,15,14,7,4,0,0,Glen Hoddle
0203,2002-11-10,Sunderland,A,0,2,L,0,0,D,9,13,3,5,-2,0,Glen Hoddle
0203,2002-11-16,Arsenal,A,0,3,L,0,1,L,6,17,5,12,-3,-1,Glen Hoddle
0203,2002-11-24,Leeds,H,2,0,W,2,0,W,11,8,6,4,2,2,Glen Hoddle
0203,2002-11-30,Birmingham,A,1,1,D,0,0,D,7,13,3,6,0,0,Glen Hoddle
0203,2002-12-08,West Brom,H,3,1,W,2,0,W,10,13,6,7,2,2,Glen Hoddle
0203,2002-12-15,Arsenal,H,1,1,D,1,1,D,14,6,10,4,0,0,Glen Hoddle
0203,2002-12-23,Man City,A,3,2,W,1,1,D,9,19,9,18,1,0,Glen Hoddle
0203,2002-12-26,Charlton,H,2,2,D,0,1,L,20,10,12,7,0,-1,Glen Hoddle
0203,2002-12-29,Newcastle,A,1,2,L,0,1,L,9,14,6,10,-1,-1,Glen Hoddle
0203,2003-01-01,Southampton,A,0,1,L,0,0,D,11,12,7,6,-1,0,Glen Hoddle
0203,2003-01-12,Everton,H,4,3,W,1,1,D,18,13,12,10,1,0,Glen Hoddle
0203,2003-01-18,Aston Villa,A,1,0,W,0,0,D,10,11,6,5,1,0,Glen Hoddle
0203,2003-01-29,Newcastle,H,0,1,L,0,0,D,13,15,7,8,-1,0,Glen Hoddle
0203,2003-02-01,Chelsea,A,1,1,D,1,1,D,8,16,5,8,0,0,Glen Hoddle
0203,2003-02-08,Sunderland,H,4,1,W,2,1,W,16,8,7,6,3,1,Glen Hoddle
0203,2003-02-24,Fulham,H,1,1,D,1,1,D,15,8,10,7,0,0,Glen Hoddle
0203,2003-03-01,West Ham,A,0,2,L,0,1,L,9,10,3,8,-2,-1,Glen Hoddle
0203,2003-03-16,Liverpool,H,2,3,L,0,0,D,12,9,5,6,-1,0,Glen Hoddle
0203,2003-03-24,Bolton,A,0,1,L,0,0,D,7,15,2,8,-1,0,Glen Hoddle
0203,2003-04-05,Birmingham,H,2,1,W,1,0,W,12,10,6,4,1,1,Glen Hoddle
0203,2003-04-12,Leeds,A,2,2,D,2,1,W,6,11,2,4,0,1,Glen Hoddle
0203,2003-04-18,Man City,H,0,2,L,0,2,L,9,11,6,6,-2,-2,Glen Hoddle
0203,2003-04-21,West Brom,A,3,2,W,1,1,D,8,8,5,8,1,0,Glen Hoddle
0203,2003-04-27,Man United,H,0,2,L,0,0,D,6,20,3,15,-2,0,Glen Hoddle
0203,2003-05-03,Middlesbrough,A,1,5,L,0,3,L,6,26,4,16,-4,-3,Glen Hoddle
0203,2003-05-11,Blackburn,H,0,4,L,0,2,L,11,13,7,9,-4,-2,Glen Hoddle
0304,2003-08-16,Birmingham,A,0,1,L,0,1,L,15,10,7,5,-1,-1,Glen Hoddle
0304,2003-08-23,Leeds,H,2,1,W,1,1,D,20,5,4,2,1,0,Glen Hoddle
0304,2003-08-27,Liverpool,A,0,0,D,0,0,D,9,22,4,10,0,0,Glen Hoddle
0304,2003-08-30,Fulham,H,0,3,L,0,1,L,18,9,6,5,-3,-1,Glen Hoddle
0304,2003-09-13,Chelsea,A,2,4,L,1,2,L,9,12,3,6,-2,-1,Glen Hoddle
0304,2003-09-20,Southampton,H,1,3,L,0,2,L,13,12,6,10,-2,-2,Glen Hoddle
0304,2003-09-28,Man City,A,0,0,D,0,0,D,4,21,2,10,0,0,Interim Manager
0304,2003-10-04,Everton,H,3,0,W,1,0,W,13,12,7,4,3,1,Interim Manager
0304,2003-10-19,Leicester,A,2,1,W,0,1,L,7,22,4,15,1,-1,Interim Manager
0304,2003-10-26,Middlesbrough,H,0,0,D,0,0,D,12,16,8,10,0,0,Interim Manager
0304,2003-11-01,Bolton,H,0,1,L,0,0,D,10,25,6,15,-1,0,Interim Manager
0304,2003-11-08,Arsenal,A,1,2,L,1,0,W,5,9,2,3,-1,1,Interim Manager
0304,2003-11-23,Aston Villa,H,2,1,W,0,0,D,10,13,5,6,1,0,Interim Manager
0304,2003-11-29,Blackburn,A,0,1,L,0,0,D,9,18,3,12,-1,0,Interim Manager
0304,2003-12-06,Wolves,H,5,2,W,1,1,D,12,16,10,8,3,0,Interim Manager
0304,2003-12-13,Newcastle,A,0,4,L,0,1,L,4,19,4,11,-4,-1,Interim Manager
0304,2003-12-21,Man United,H,1,2,L,0,2,L,14,12,8,7,-1,-2,Interim Manager
0304,2003-12-26,Portsmouth,A,0,2,L,0,0,D,5,10,3,8,-2,0,Interim Manager
0304,2003-12-28,Charlton,H,0,1,L,0,0,D,18,10,9,8,-1,0,Interim Manager
0304,2004-01-07,Birmingham,H,4,1,W,3,0,W,11,9,7,3,3,3,Interim Manager
0304,2004-01-10,Leeds,A,1,0,W,0,0,D,15,7,8,1,1,0,Interim Manager
0304,2004-01-17,Liverpool,H,2,1,W,1,0,W,7,10,3,4,1,1,Interim Manager
0304,2004-01-31,Fulham,A,1,2,L,1,1,D,4,16,4,10,-1,0,Interim Manager
0304,2004-02-07,Portsmouth,H,4,3,W,2,1,W,15,16,13,9,1,1,Interim Manager
0304,2004-02-11,Charlton,A,4,2,W,2,0,W,12,18,10,14,2,2,Interim Manager
0304,2004-02-22,Leicester,H,4,4,D,3,1,W,10,14,9,7,0,2,Interim Manager
0304,2004-03-09,Middlesbrough,A,0,1,L,0,0,D,10,10,2,6,-1,0,Interim Manager
0304,2004-03-14,Newcastle,H,1,0,W,0,0,D,11,6,4,4,1,0,Interim Manager
0304,2004-03-20,Man United,A,0,3,L,0,1,L,8,11,3,6,-3,-1,Interim Manager
0304,2004-03-27,Southampton,A,0,1,L,0,0,D,15,18,9,11,-1,0,Interim Manager
0304,2004-04-03,Chelsea,H,0,1,L,0,1,L,12,10,7,7,-1,-1,Interim Manager
0304,2004-04-09,Everton,A,1,3,L,0,3,L,12,13,7,10,-2,-3,Interim Manager
0304,2004-04-12,Man City,H,1,1,D,0,1,L,15,9,10,8,0,-1,Interim Manager
0304,2004-04-17,Bolton,A,0,2,L,0,1,L,4,15,0,10,-2,-1,Interim Manager
0304,2004-04-25,Arsenal,H,2,2,D,0,2,L,13,9,7,7,0,-2,Interim Manager
0304,2004-05-02,Aston Villa,A,0,1,L,0,1,L,10,11,5,6,-1,-1,Interim Manager
0304,2004-05-08,Blackburn,H,1,0,W,1,0,W,16,14,13,2,1,1,Interim Manager
0304,2004-05-15,Wolves,A,2,0,W,1,0,W,14,18,12,10,2,1,Interim Manager
0405,2004-08-14,Liverpool,H,1,1,D,0,1,L,14,16,7,8,0,-1,Jacques Santini
0405,2004-08-21,Newcastle,A,1,0,W,0,0,D,15,13,8,6,1,0,Jacques Santini
0405,2004-08-25,West Brom,A,1,1,D,1,1,D,12,4,6,2,0,0,Jacques Santini
0405,2004-08-28,Birmingham,H,1,0,W,1,0,W,6,10,3,2,1,1,Jacques Santini
0405,2004-09-12,Norwich,H,0,0,D,0,0,D,15,7,7,2,0,0,Jacques Santini
0405,2004-09-19,Chelsea,A,0,0,D,0,0,D,6,20,3,8,0,0,Jacques Santini
0405,2004-09-25,Man United,H,0,1,L,0,1,L,11,6,5,4,-1,-1,Jacques Santini
0405,2004-10-02,Everton,A,1,0,W,0,0,D,8,10,2,4,1,0,Jacques Santini
0405,2004-10-18,Portsmouth,A,0,1,L,0,0,D,16,11,7,6,-1,0,Jacques Santini
0405,2004-10-23,Bolton,H,1,2,L,1,1,D,8,6,5,4,-1,0,Jacques Santini
0405,2004-10-30,Fulham,A,0,2,L,0,1,L,5,8,1,4,-2,-1,Jacques Santini
0405,2004-11-06,Charlton,H,2,3,L,0,2,L,19,3,11,3,-1,-2,Martin Jol
0405,2004-11-13,Arsenal,H,4,5,L,1,1,D,10,10,7,6,-1,0,Martin Jol
0405,2004-11-22,Aston Villa,A,0,1,L,0,0,D,11,9,6,5,-1,0,Martin Jol
0405,2004-11-28,Middlesbrough,H,2,0,W,0,0,D,14,8,9,3,2,0,Martin Jol
0405,2004-12-04,Blackburn,A,1,0,W,0,0,D,10,12,8,7,1,0,Martin Jol
0405,2004-12-11,Man City,A,1,0,W,0,0,D,5,8,2,3,1,0,Martin Jol
0405,2004-12-18,Southampton,H,5,1,W,3,0,W,18,7,12,4,4,3,Martin Jol
0405,2004-12-26,Norwich,A,2,0,W,0,0,D,16,13,9,8,2,0,Martin Jol
0405,2004-12-28,Crystal Palace,H,1,1,D,0,0,D,17,11,14,7,0,0,Martin Jol
0405,2005-01-01,Everton,H,5,2,W,2,1,W,14,6,12,3,3,1,Martin Jol
0405,2005-01-04,Man United,A,0,0,D,0,0,D,7,23,5,16,0,0,Martin Jol
0405,2005-01-15,Chelsea,H,0,2,L,0,1,L,12,12,4,5,-2,-1,Martin Jol
0405,2005-01-22,Crystal Palace,A,0,3,L,0,0,D,12,8,6,7,-3,0,Martin Jol
0405,2005-02-01,Bolton,A,1,3,L,0,0,D,11,15,5,9,-2,0,Martin Jol
0405,2005-02-05,Portsmouth,H,3,1,W,1,1,D,18,6,10,3,2,0,Martin Jol
0405,2005-02-26,Fulham,H,2,0,W,0,0,D,18,8,8,5,2,0,Martin Jol
0405,2005-03-05,Southampton,A,0,1,L,0,0,D,13,9,8,4,-1,0,Martin Jol
0405,2005-03-16,Charlton,A,0,2,L,0,1,L,7,5,4,2,-2,-1,Martin Jol
0405,2005-03-19,Man City,H,2,1,W,1,1,D,12,11,9,7,1,0,Martin Jol
0405,2005-04-02,Birmingham,A,1,1,D,0,0,D,9,14,5,7,0,0,Martin Jol
0405,2005-04-10,Newcastle,H,1,0,W,1,0,W,19,6,6,3,1,1,Martin Jol
0405,2005-04-16,Liverpool,A,2,2,D,1,1,D,9,18,6,7,0,0,Martin Jol
0405,2005-04-20,West Brom,H,1,1,D,0,1,L,15,10,5,4,0,-1,Martin Jol
0405,2005-04-25,Arsenal,A,0,1,L,0,1,L,7,12,1,3,-1,-1,Martin Jol
0405,2005-05-01,Aston Villa,H,5,1,W,3,1,W,20,4,14,3,4,2,Martin Jol
0405,2005-05-07,Middlesbrough,A,0,1,L,0,1,L,5,16,2,8,-1,-1,Martin Jol
0405,2005-05-15,Blackburn,H,0,0,D,0,0,D,11,12,7,8,0,0,Martin Jol
0506,2005-08-13,Portsmouth,A,2,0,W,1,0,W,11,11,6,7,2,1,Martin Jol
0506,2005-08-20,Middlesbrough,H,2,0,W,0,0,D,18,12,8,3,2,0,Martin Jol
0506,2005-08-24,Blackburn,A,0,0,D,0,0,D,1,11,1,7,0,0,Martin Jol
0506,2005-08-27,Chelsea,H,0,2,L,0,1,L,11,13,6,7,-2,-1,Martin Jol
0506,2005-09-10,Liverpool,H,0,0,D,0,0,D,10,11,7,6,0,0,Martin Jol
0506,2005-09-17,Aston Villa,A,1,1,D,0,1,L,13,13,7,6,0,-1,Martin Jol
0506,2005-09-26,Fulham,H,1,0,W,1,0,W,9,8,4,5,1,1,Martin Jol
0506,2005-10-01,Charlton,A,3,2,W,0,1,L,13,9,7,4,1,-1,Martin Jol
0506,2005-10-15,Everton,H,2,0,W,0,0,D,7,8,5,4,2,0,Martin Jol
0506,2005-10-22,Man United,A,1,1,D,0,1,L,9,13,7,9,0,-1,Martin Jol
0506,2005-10-29,Arsenal,H,1,1,D,1,0,W,11,10,3,7,0,1,Martin Jol
0506,2005-11-07,Bolton,A,0,1,L,0,1,L,9,9,7,8,-1,-1,Martin Jol
0506,2005-11-20,West Ham,H,1,1,D,1,0,W,15,8,8,4,0,1,Martin Jol
0506,2005-11-26,Wigan,A,2,1,W,1,0,W,7,11,5,3,1,1,Martin Jol
0506,2005-12-03,Sunderland,H,3,2,W,1,1,D,14,5,8,2,1,0,Martin Jol
0506,2005-12-12,Portsmouth,H,3,1,W,0,1,L,16,8,9,5,2,-1,Martin Jol
0506,2005-12-18,Middlesbrough,A,3,3,D,1,2,L,8,11,5,8,0,-1,Martin Jol
0506,2005-12-26,Birmingham,H,2,0,W,0,0,D,9,7,4,4,2,0,Martin Jol
0506,2005-12-28,West Brom,A,0,2,L,0,1,L,7,6,7,5,-2,-1,Martin Jol
0506,2005-12-31,Newcastle,H,2,0,W,1,0,W,13,9,3,4,2,1,Martin Jol
0506,2006-01-04,Man City,A,2,0,W,1,0,W,8,13,2,3,2,1,Martin Jol
0506,2006-01-14,Liverpool,A,0,1,L,0,0,D,6,16,2,12,-1,0,Martin Jol
0506,2006-01-21,Aston Villa,H,0,0,D,0,0,D,21,4,13,1,0,0,Martin Jol
0506,2006-01-31,Fulham,A,0,1,L,0,0,D,7,12,3,8,-1,0,Martin Jol
0506,2006-02-05,Charlton,H,3,1,W,2,0,W,14,7,10,5,2,2,Martin Jol
0506,2006-02-12,Sunderland,A,1,1,D,1,0,W,10,9,7,5,0,1,Martin Jol
0506,2006-02-19,Wigan,H,2,2,D,1,1,D,10,8,4,5,0,0,Martin Jol
0506,2006-03-05,Blackburn,H,3,2,W,2,1,W,10,6,5,4,1,1,Martin Jol
0506,2006-03-11,Chelsea,A,1,2,L,1,1,D,4,13,3,10,-1,0,Martin Jol
0506,2006-03-18,Birmingham,A,2,0,W,0,0,D,9,6,6,4,2,0,Martin Jol
0506,2006-03-27,West Brom,H,2,1,W,0,1,L,11,13,8,8,1,-1,Martin Jol
0506,2006-04-01,Newcastle,A,1,3,L,1,3,L,10,14,5,11,-2,-2,Martin Jol
0506,2006-04-08,Man City,H,2,1,W,1,0,W,23,14,19,6,1,1,Martin Jol
0506,2006-04-15,Everton,A,1,0,W,1,0,W,10,8,6,4,1,1,Martin Jol
0506,2006-04-17,Man United,H,1,2,L,0,2,L,15,11,8,5,-1,-2,Martin Jol
0506,2006-04-22,Arsenal,A,1,1,D,0,0,D,9,9,6,6,0,0,Martin Jol
0506,2006-04-30,Bolton,H,1,0,W,0,0,D,9,14,4,6,1,0,Martin Jol
0506,2006-05-07,West Ham,A,1,2,L,1,1,D,14,12,6,7,-1,0,Martin Jol
0607,2006-08-19,Bolton,A,0,2,L,0,2,L,9,8,6,6,-2,-2,Martin Jol
0607,2006-08-22,Sheffield United,H,2,0,W,2,0,W,18,6,13,3,2,2,Martin Jol
0607,2006-08-26,Everton,H,0,2,L,0,0,D,15,6,6,2,-2,0,Martin Jol
0607,2006-09-09,Man United,A,0,1,L,0,1,L,9,10,4,5,-1,-1,Martin Jol
0607,2006-09-17,Fulham,H,0,0,D,0,0,D,18,8,8,3,0,0,Martin Jol
0607,2006-09-23,Liverpool,A,0,3,L,0,0,D,5,14,1,6,-3,0,Martin Jol
0607,2006-10-01,Portsmouth,H,2,1,W,2,1,W,8,9,6,6,1,1,Martin Jol
0607,2006-10-14,Aston Villa,A,1,1,D,0,0,D,10,12,5,6,0,0,Martin Jol
0607,2006-10-22,West Ham,H,1,0,W,1,0,W,13,5,5,2,1,1,Martin Jol
0607,2006-10-28,Watford,A,0,0,D,0,0,D,11,9,8,2,0,0,Martin Jol
0607,2006-11-05,Chelsea,H,2,1,W,1,1,D,8,17,3,10,1,0,Martin Jol
0607,2006-11-12,Reading,A,1,3,L,1,2,L,9,8,3,4,-2,-1,Martin Jol
0607,2006-11-19,Blackburn,A,1,1,D,0,1,L,13,6,5,3,0,-1,Martin Jol
0607,2006-11-26,Wigan,H,3,1,W,2,1,W,11,10,6,5,2,1,Martin Jol
0607,2006-12-02,Arsenal,A,0,3,L,0,2,L,7,6,4,5,-3,-2,Martin Jol
0607,2006-12-05,Middlesbrough,H,2,1,W,0,0,D,22,6,11,3,1,0,Martin Jol
0607,2006-12-09,Charlton,H,5,1,W,2,1,W,13,12,9,3,4,1,Martin Jol
0607,2006-12-17,Man City,A,2,1,W,2,0,W,11,10,7,4,1,2,Martin Jol
0607,2006-12-23,Newcastle,A,1,3,L,1,3,L,17,12,6,9,-2,-2,Martin Jol
0607,2006-12-26,Aston Villa,H,2,1,W,0,0,D,12,9,10,7,1,0,Martin Jol
0607,2006-12-30,Liverpool,H,0,1,L,0,1,L,9,10,3,5,-1,-1,Martin Jol
0607,2007-01-01,Portsmouth,A,1,1,D,0,1,L,9,15,7,9,0,-1,Martin Jol
0607,2007-01-14,Newcastle,H,2,3,L,1,1,D,25,12,17,7,-1,0,Martin Jol
0607,2007-01-20,Fulham,A,1,1,D,0,0,D,9,9,4,3,0,0,Martin Jol
0607,2007-02-04,Man United,H,0,4,L,0,1,L,10,12,5,7,-4,-1,Martin Jol
0607,2007-02-10,Sheffield United,A,1,2,L,1,1,D,6,16,1,5,-1,0,Martin Jol
0607,2007-02-21,Everton,A,2,1,W,1,1,D,8,10,4,3,1,0,Martin Jol
0607,2007-02-25,Bolton,H,4,1,W,3,1,W,14,10,10,6,3,2,Martin Jol
0607,2007-03-04,West Ham,A,4,3,W,0,2,L,12,12,7,6,1,-2,Martin Jol
0607,2007-03-17,Watford,H,3,1,W,1,0,W,17,2,11,2,2,1,Martin Jol
0607,2007-04-01,Reading,H,1,0,W,1,0,W,18,6,7,3,1,1,Martin Jol
0607,2007-04-07,Chelsea,A,0,1,L,0,0,D,6,11,5,8,-1,0,Martin Jol
0607,2007-04-15,Wigan,A,3,3,D,2,2,D,10,21,6,11,0,0,Martin Jol
0607,2007-04-21,Arsenal,H,2,2,D,1,0,W,7,17,3,5,0,1,Martin Jol
0607,2007-04-28,Middlesbrough,A,3,2,W,1,0,W,11,16,5,8,1,1,Martin Jol
0607,2007-05-07,Charlton,A,2,0,W,1,0,W,9,7,6,4,2,1,Martin Jol
0607,2007-05-10,Blackburn,H,1,1,D,0,1,L,15,10,7,4,0,-1,Martin Jol
0607,2007-05-13,Man City,H,2,1,W,2,1,W,8,10,3,5,1,1,Martin Jol
0708,2007-08-11,Sunderland,A,0,1,L,0,0,D,6,9,3,4,-1,0,Martin Jol
0708,2007-08-14,Everton,H,1,3,L,1,3,L,14,16,8,10,-2,-2,Martin Jol
0708,2007-08-18,Derby,H,4,0,W,3,0,W,25,4,14,2,4,3,Martin Jol
0708,2007-08-26,Man United,A,0,1,L,0,0,D,10,14,3,5,-1,0,Martin Jol
0708,2007-09-01,Fulham,A,3,3,D,2,1,W,13,13,8,7,0,1,Martin Jol
0708,2007-09-15,Arsenal,H,1,3,L,1,0,W,14,16,5,10,-2,1,Martin Jol
0708,2007-09-23,Bolton,A,1,1,D,1,1,D,10,5,7,4,0,0,Martin Jol
0708,2007-10-01,Aston Villa,H,4,4,D,1,3,L,19,7,12,7,0,-2,Martin Jol
0708,2007-10-07,Liverpool,A,2,2,D,1,1,D,11,21,6,9,0,0,Martin Jol
0708,2007-10-22,Newcastle,A,1,3,L,0,1,L,11,15,4,7,-2,-1,Martin Jol
0708,2007-10-28,Blackburn,H,1,2,L,0,0,D,9,9,6,4,-1,0,Interim Manager
0708,2007-11-03,Middlesbrough,A,1,1,D,1,0,W,9,5,4,3,0,1,Juande Ramos
0708,2007-11-11,Wigan,H,4,0,W,3,0,W,19,6,8,2,4,3,Juande Ramos
0708,2007-11-25,West Ham,A,1,1,D,0,1,L,9,14,5,9,0,-1,Juande Ramos
